provincia;municipio;estacion;magnitud;punto_muestreo;ano;mes;dia;h01;v01;h02;v02;h03;v03;h04;v04;h05;v05;h06;v06;h07;v07;h08;v08;h09;v09;h10;v10;h11;v11;h12;v12;h13;v13;h14;v14;h15;v15;h16;v16;h17;v17;h18;v18;h19;v19;h20;v20;h21;v21;h22;v22;h23;v23;h24;v24
28;180;1;8;28180001_8_8;2021;5;15;7;V;8;V;8;V;6;V;9;V;15;V;10;V;6;V;6;V;5;V;5;V;5;V;4;V;3;V;3;V;4;V;4;V;5;V;8;V;8;V;7;V;7;V;6;V;4;V
28;180;1;9;28180001_9_49;2021;5;15;6;V;8;V;10;V;10;V;6;V;7;V;5;V;9;V;5;V;5;V;7;V;5;V;5;V;10;V;8;V;9;V;14;V;20;V;11;V;10;V;11;V;13;V;9;V;9;V
28;180;1;12;28180001_12_8;2021;5;15;9;V;10;V;10;V;8;V;11;V;18;V;13;V;9;V;8;V;8;V;7;V;7;V;6;V;5;V;5;V;6;V;6;V;7;V;10;V;10;V;9;V;9;V;8;V;6;V
28;180;1;14;28180001_14_6;2021;5;15;64;V;61;V;60;V;60;V;51;V;44;V;48;V;62;V;66;V;73;V;78;V;82;V;83;V;79;V;71;V;65;V;63;V;57;V;49;V;45;V;43;V;38;V;36;V;33;V
28;45;2;6;28045002_6_48;2021;5;15;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.6;V;0.5;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V
28;45;2;7;28045002_7_8;2021;5;15;1;V;1;V;1;V;1;V;1;V;1;V;6;V;1;V;1;V;1;V;1;V;2;V;1;V;1;V;1;V;1;V;1;V;2;V;2;V;2;V;2;V;1;V;1;V;1;V
28;45;2;8;28045002_8_8;2021;5;15;1;V;1;V;1;V;1;V;2;V;3;V;20;V;4;V;4;V;2;V;2;V;2;V;2;V;1;V;1;V;1;V;1;V;2;V;3;V;3;V;2;V;1;V;1;V;1;V
28;45;2;10;28045002_10_49;2021;5;15;12;V;12;V;9;V;8;V;1;V;4;V;12;V;12;V;6;V;5;V;7;V;4;V;4;V;4;V;7;V;5;V;4;V;8;V;5;V;5;V;13;V;22;V;1;V;1;V
28;45;2;12;28045002_12_8;2021;5;15;3;V;3;V;3;V;3;V;4;V;5;V;29;V;7;V;6;V;4;V;4;V;5;V;4;V;3;V;3;V;4;V;3;V;6;V;6;V;6;V;5;V;3;V;4;V;3;V
28;45;2;14;28045002_14_6;2021;5;15;66;V;68;V;68;V;68;V;68;V;65;V;44;V;66;V;58;V;50;V;44;V;42;V;41;V;41;V;38;V;35;V;36;V;37;V;36;V;37;V;36;V;37;V;37;V;37;V
28;47;2;1;28047002_1_38;2021;5;15;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V
28;47;2;7;28047002_7_8;2021;5;15;1;V;1;V;1;V;1;V;1;V;2;V;3;V;2;V;3;V;3;V;4;V;4;V;3;V;2;V;2;V;2;V;2;V;3;V;4;V;3;V;3;V;3;V;1;V;1;V
28;47;2;8;28047002_8_8;2021;5;15;12;V;9;V;10;V;8;V;8;V;21;V;18;V;10;V;9;V;8;V;9;V;7;V;6;V;5;V;5;V;6;V;7;V;7;V;11;V;14;V;14;V;11;V;7;V;3;V
28;47;2;9;28047002_9_49;2021;5;15;9;V;9;V;8;V;6;V;7;V;6;V;8;V;9;V;7;V;7;V;5;V;4;V;8;V;12;V;8;V;5;V;3;V;3;V;4;V;4;V;5;V;4;V;4;V;4;V
28;47;2;12;28047002_12_8;2021;5;15;14;V;11;V;12;V;10;V;10;V;24;V;22;V;14;V;14;V;13;V;14;V;13;V;11;V;8;V;8;V;10;V;10;V;11;V;17;V;19;V;19;V;16;V;9;V;5;V
28;47;2;14;28047002_14_6;2021;5;15;59;V;64;V;59;V;65;V;65;V;47;V;58;V;66;V;55;V;51;V;46;V;45;V;43;V;44;V;40;V;37;V;38;V;40;V;38;V;31;V;30;V;35;V;37;V;39;V
28;47;2;20;28047002_20_59;2021;5;15;0.4;V;0.3;V;0.4;V;0.6;V;0.2;V;0.5;V;1;V;0.4;V;0.2;V;0.2;V;0.2;V;0.3;V;0.6;V;0.3;V;0.2;V;0.2;V;0.2;V;0.3;V;0.3;V;0.3;V;0.5;V;0.5;V;0.2;V;0.2;V
28;47;2;30;28047002_30_59;2021;5;15;0.2;V;0.1;V;0.1;V;0.2;V;0.1;V;0.2;V;0.4;V;0.2;V;0.1;V;0.1;V;0.1;V;0.2;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.2;V;0.2;V;0.2;V;0.2;V;0.1;V;0.1;V
28;47;2;42;28047002_42_2;2021;5;15;1.2;V;1.2;V;1.2;V;1.2;V;1.2;V;1.3;V;1.2;V;1.2;V;1.2;V;1.1;V;1.1;V;1.1;V;1.1;V;1.1;V;1.1;V;1.1;V;1.1;V;1.1;V;1.1;V;1.1;V;1.2;V;1.1;V;1.1;V;1.1;V
28;47;2;44;28047002_44_2;2021;5;15;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V
28;47;2;431;28047002_431_59;2021;5;15;0.2;V;0.1;V;0.1;V;0.2;V;0.1;V;0.2;V;0.4;V;0.2;V;0.1;V;0.1;V;0.1;V;0.2;V;0.4;V;0.2;V;0.1;V;0.2;V;0.2;V;0.2;V;0.1;V;0.1;V;0.3;V;0.3;V;0.1;V;0.1;V
28;49;3;7;28049003_7_8;2021;5;15;2;V;2;V;2;V;2;V;3;V;5;V;6;V;7;V;5;V;5;V;4;V;3;V;3;V;2;V;2;V;3;V;2;V;3;V;3;V;2;V;3;V;2;V;2;V;2;V
28;49;3;8;28049003_8_8;2021;5;15;27;V;23;V;19;V;19;V;19;V;25;V;25;V;21;V;14;V;13;V;12;V;8;V;7;V;5;V;4;V;5;V;5;V;7;V;11;V;16;V;15;V;20;V;14;V;9;V
28;49;3;9;28049003_9_49;2021;5;15;23;V;17;V;11;V;13;V;6;V;7;V;6;V;10;V;5;V;6;V;9;V;10;V;5;V;10;V;7;V;12;V;11;V;4;V;10;V;3;V;6;V;8;V;6;V;8;V
28;49;3;10;28049003_10_49;2021;5;15;24;V;20;V;13;V;14;V;11;V;14;V;17;V;13;V;13;V;10;V;12;V;9;V;8;V;9;V;5;V;8;V;5;V;4;V;6;V;5;V;9;V;12;V;13;V;9;V
28;49;3;12;28049003_12_8;2021;5;15;30;V;26;V;22;V;23;V;24;V;32;V;35;V;32;V;21;V;20;V;18;V;13;V;12;V;8;V;7;V;9;V;9;V;11;V;16;V;20;V;19;V;23;V;17;V;12;V
28;49;3;14;28049003_14_6;2021;5;15;46;V;43;V;44;V;42;V;44;V;35;V;34;V;46;V;61;V;69;V;75;V;77;V;76;V;80;V;75;V;66;V;57;V;41;V;34;V;39;V;38;V;33;V;35;V;35;V
28;5;2;1;28005002_1_38;2021;5;15;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;5;2;6;28005002_6_48;2021;5;15;0.5;V;0.4;V;0.4;V;0.4;V;0.4;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.5;V;0.4;V;0.5;V;0.5;V
28;5;2;7;28005002_7_8;2021;5;15;1;V;1;V;1;V;1;V;1;V;1;V;2;V;2;V;2;V;2;V;2;V;2;V;1;V;1;V;1;V;2;V;2;V;3;V;3;V;3;V;2;V;1;V;3;V;1;V
28;5;2;8;28005002_8_8;2021;5;15;19;V;14;V;11;V;8;V;8;V;11;V;11;V;8;V;9;V;8;V;9;V;8;V;6;V;5;V;6;V;8;V;10;V;8;V;10;V;16;V;17;V;14;V;27;V;14;V
28;5;2;9;28005002_9_49;2021;5;15;6;V;5;V;7;V;6;V;6;V;5;V;10;V;4;V;4;V;7;V;7;V;6;V;9;V;7;V;6;V;5;V;8;V;7;V;6;V;6;V;6;V;5;V;10;V;11;V
28;5;2;10;28005002_10_49;2021;5;15;14;V;20;V;19;V;16;V;12;V;12;V;12;V;9;V;6;V;3;V;4;V;5;V;6;V;7;V;7;V;6;V;7;V;8;V;9;V;8;V;8;V;7;V;9;V;12;V
28;5;2;12;28005002_12_8;2021;5;15;21;V;16;V;13;V;10;V;10;V;13;V;13;V;11;V;13;V;11;V;12;V;12;V;8;V;8;V;8;V;11;V;13;V;13;V;15;V;20;V;20;V;16;V;31;V;16;V
28;5;2;14;28005002_14_6;2021;5;15;54;V;57;V;60;V;59;V;57;V;52;V;53;V;59;V;64;V;73;V;80;V;82;V;82;V;82;V;81;V;71;V;51;V;38;V;32;V;29;V;33;V;34;V;22;V;29;V
28;58;4;7;28058004_7_8;2021;5;15;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;2;V;2;V;2;V;2;V;1;V;2;V;2;V;2;V;2;V;1;V;1;V;1;V;2;V;1;V;1;V;1;V
28;58;4;8;28058004_8_8;2021;5;15;6;V;6;V;5;V;4;V;5;V;5;V;5;V;5;V;5;V;5;V;4;V;5;V;4;V;3;V;3;V;4;V;3;V;4;V;5;V;8;V;8;V;7;V;6;V;5;V
28;58;4;10;28058004_10_49;2021;5;15;14;V;11;V;10;V;9;V;12;V;11;V;12;V;6;V;9;V;11;V;9;V;7;V;4;V;8;V;10;V;8;V;10;V;9;V;14;V;12;V;17;V;12;V;14;V;13;V
28;58;4;12;28058004_12_8;2021;5;15;8;V;8;V;7;V;6;V;7;V;7;V;8;V;8;V;8;V;8;V;7;V;8;V;6;V;6;V;5;V;7;V;6;V;6;V;7;V;10;V;11;V;9;V;8;V;7;V
28;58;4;14;28058004_14_6;2021;5;15;59;V;57;V;56;V;57;V;53;V;56;V;59;V;61;V;62;V;67;V;68;V;72;V;74;V;68;V;64;V;59;V;57;V;55;V;50;V;43;V;39;V;36;V;34;V;31;V
28;58;4;20;28058004_20_59;2021;5;15;2.2;V;2.9;V;2.6;V;1.8;V;1.8;V;1.5;V;1.2;V;0.4;V;1.4;V;1.3;V;0.6;V;0.7;V;0.7;V;0.5;V;0.5;V;0.5;V;0.4;V;0.4;V;0.5;V;0.6;V;1;V;0.6;V;0.9;V;0.6;V
28;58;4;30;28058004_30_59;2021;5;15;0.1;V;0.3;V;0.1;V;0.1;V;0.1;V;0.1;V;0.2;V;0.2;V;0.2;V;0.3;V;0.2;V;0.2;V;0.2;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.2;V;0.2;V;0.1;V;0.1;V
28;58;4;42;28058004_42_2;2021;5;15;1.2;V;1.2;V;1.2;V;1.2;V;1.2;V;1.2;V;1.2;V;1.2;V;1.2;V;1.2;V;1.2;V;1.2;V;1.2;V;1.2;V;1.1;V;1.1;V;1.2;V;1.2;V;1.2;V;1.2;V;1.2;V;1.2;V;1.2;V;1.2;V
28;58;4;44;28058004_44_2;2021;5;15;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V
28;58;4;431;28058004_431_59;2021;5;15;0.5;V;0.9;V;0.9;V;0.7;V;0.5;V;0.4;V;0.4;V;0.1;V;0.8;V;0.7;V;0.2;V;0.3;V;0.3;V;0.2;V;0.2;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.3;V;0.2;V;0.2;V;0.2;V
28;6;4;7;28006004_7_8;2021;5;15;2;V;1;V;1;V;1;V;2;V;2;V;2;V;3;V;4;V;3;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;1;V;1;V;2;V;1;V;2;V
28;6;4;8;28006004_8_8;2021;5;15;17;V;16;V;14;V;11;V;17;V;13;V;13;V;12;V;11;V;6;V;5;V;3;V;3;V;3;V;3;V;3;V;2;V;3;V;3;V;6;V;5;V;6;V;8;V;9;V
28;6;4;10;28006004_10_49;2021;5;15;6;V;11;V;11;V;11;V;10;V;11;V;11;V;9;V;12;V;9;V;9;V;8;V;7;V;3;V;4;V;4;V;3;V;2;V;1;V;1;V;3;V;4;V;5;V;3;V
28;6;4;12;28006004_12_8;2021;5;15;20;V;18;V;16;V;13;V;20;V;16;V;17;V;17;V;16;V;10;V;8;V;6;V;6;V;6;V;6;V;6;V;5;V;6;V;6;V;8;V;7;V;8;V;10;V;11;V
28;6;4;14;28006004_14_6;2021;5;15;56;V;55;V;55;V;54;V;47;V;49;V;47;V;49;V;54;V;61;V;70;V;65;V;62;V;70;V;64;V;51;V;38;V;37;V;39;V;38;V;39;V;37;V;34;V;33;V
28;6;4;20;28006004_20_59;2021;5;15;1.3;V;1.1;V;1.8;V;2.2;V;2.1;V;2.5;V;1.8;V;1.1;V;0.8;V;0.9;V;0.6;V;0.5;V;0.5;V;0.5;V;0.5;V;0.4;V;0.4;V;0.5;V;0.5;V;0.4;V;0.5;V;0.4;V;0.4;V;0.5;V
28;6;4;30;28006004_30_59;2021;5;15;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V
28;6;4;42;28006004_42_2;2021;5;15;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V
28;6;4;44;28006004_44_2;2021;5;15;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V
28;6;4;431;28006004_431_59;2021;5;15;0.4;V;0.4;V;0.7;V;0.9;V;0.9;V;0.9;V;0.6;V;0.4;V;0.4;V;0.4;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V
28;65;14;7;28065014_7_8;2021;5;15;1;V;1;V;1;V;1;V;1;V;3;V;2;V;2;V;2;V;2;V;2;V;2;V;1;V;1;V;1;V;1;V;1;V;3;V;1;V;1;V;2;V;1;V;1;V;1;V
28;65;14;8;28065014_8_8;2021;5;15;11;V;9;V;9;V;9;V;13;V;20;V;13;V;9;V;8;V;8;V;7;V;6;V;6;V;5;V;4;V;4;V;6;V;7;V;9;V;14;V;21;V;14;V;13;V;11;V
28;65;14;9;28065014_9_49;2021;5;15;14;V;10;V;10;V;8;V;5;V;8;V;7;V;5;V;6;V;7;V;7;V;4;V;11;V;9;V;6;V;6;V;5;V;6;V;7;V;8;V;13;V;9;V;6;V;7;V
28;65;14;10;28065014_10_49;2021;5;15;3;V;4;V;9;V;7;V;6;V;11;V;7;V;8;V;6;V;8;V;7;V;7;V;4;V;6;V;7;V;5;V;8;V;8;V;11;V;14;V;19;V;18;V;12;V;12;V
28;65;14;12;28065014_12_8;2021;5;15;13;V;11;V;11;V;11;V;15;V;25;V;16;V;12;V;11;V;11;V;10;V;9;V;8;V;7;V;6;V;6;V;8;V;11;V;11;V;16;V;23;V;16;V;15;V;13;V
28;65;14;14;28065014_14_6;2021;5;15;55;V;54;V;51;V;49;V;42;V;37;V;41;V;57;V;60;V;64;V;67;V;68;V;70;V;67;V;61;V;58;V;53;V;50;V;46;V;40;V;31;V;32;V;30;V;27;V
28;67;1;7;28067001_7_8;2021;5;15;1;V;1;V;1;V;1;V;1;V;3;V;2;V;3;V;3;V;2;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;67;1;8;28067001_8_8;2021;5;15;4;V;4;V;4;V;3;V;4;V;9;V;7;V;8;V;10;V;7;V;6;V;3;V;2;V;1;V;1;V;1;V;1;V;1;V;2;V;4;V;7;V;4;V;2;V;3;V
28;67;1;10;28067001_10_49;2021;5;15;1;V;5;V;4;V;4;V;2;V;8;V;12;V;11;V;10;V;10;V;9;V;9;V;10;V;3;V;3;V;2;V;2;V;3;V;2;V;2;V;2;V;2;V;1;V;3;V
28;67;1;12;28067001_12_8;2021;5;15;6;V;6;V;6;V;5;V;6;V;14;V;10;V;12;V;14;V;10;V;9;V;5;V;4;V;3;V;3;V;3;V;3;V;3;V;4;V;6;V;9;V;6;V;4;V;5;V
28;67;1;14;28067001_14_6;2021;5;15;48;V;45;V;39;V;31;V;27;V;22;V;32;V;46;V;55;V;61;V;69;V;68;V;54;V;49;V;46;V;43;V;42;V;44;V;44;V;41;V;32;V;35;V;39;V;32;V
28;7;4;7;28007004_7_8;2021;5;15;1;V;1;V;1;V;1;V;1;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;2;V;2;V;1;V
28;7;4;8;28007004_8_8;2021;5;15;10;V;10;V;10;V;8;V;9;V;13;V;12;V;9;V;7;V;5;V;4;V;4;V;2;V;2;V;1;V;2;V;3;V;4;V;5;V;9;V;16;V;25;V;16;V;8;V
28;7;4;9;28007004_9_49;2021;5;15;6;V;8;V;8;V;8;V;5;V;5;V;6;V;9;V;10;V;10;V;8;V;4;V;2;V;5;V;4;V;6;V;4;V;7;V;8;V;11;V;11;V;11;V;11;V;6;V
28;7;4;12;28007004_12_8;2021;5;15;12;V;12;V;12;V;10;V;11;V;15;V;15;V;12;V;11;V;8;V;6;V;6;V;4;V;4;V;3;V;4;V;6;V;7;V;7;V;11;V;19;V;28;V;19;V;10;V
28;7;4;14;28007004_14_6;2021;5;15;56;V;52;V;51;V;50;V;50;V;45;V;48;V;54;V;61;V;66;V;68;V;71;V;76;V;70;V;64;V;60;V;56;V;55;V;54;V;46;V;37;V;24;V;30;V;31;V
28;74;7;7;28074007_7_8;2021;5;15;1;V;1;V;1;V;1;V;1;V;1;V;2;V;3;V;3;V;3;V;2;V;2;V;2;V;1;V;1;V;2;V;2;V;2;V;2;V;3;V;2;V;2;V;2;V;1;V
28;74;7;8;28074007_8_8;2021;5;15;12;V;10;V;10;V;10;V;11;V;13;V;14;V;14;V;10;V;12;V;11;V;9;V;9;V;8;V;6;V;7;V;9;V;10;V;12;V;19;V;26;V;21;V;20;V;16;V
28;74;7;9;28074007_9_49;2021;5;15;21;V;15;V;8;V;8;V;6;V;9;V;7;V;4;V;3;V;5;V;2;V;5;V;2;V;4;V;3;V;5;V;8;V;6;V;11;V;16;V;12;V;12;V;13;V;13;V
28;74;7;10;28074007_10_49;2021;5;15;7;V;11;V;8;V;11;V;9;V;10;V;13;V;8;V;9;V;10;V;6;V;5;V;9;V;8;V;6;V;7;V;7;V;13;V;18;V;20;V;21;V;21;V;20;V;16;V
28;74;7;12;28074007_12_8;2021;5;15;14;V;12;V;12;V;12;V;13;V;15;V;17;V;18;V;14;V;17;V;14;V;12;V;12;V;10;V;9;V;10;V;11;V;14;V;14;V;23;V;29;V;25;V;23;V;18;V
28;74;7;14;28074007_14_6;2021;5;15;59;V;54;V;53;V;51;V;47;V;43;V;42;V;50;V;55;V;58;V;60;V;62;V;67;V;65;V;58;V;54;V;49;V;48;V;44;V;36;V;27;V;25;V;24;V;23;V
28;80;3;7;28080003_7_8;2021;5;15;1;V;1;V;1;V;1;V;2;V;3;V;3;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;3;V;3;V;2;V;2;V;2;V;1;V;2;V;1;V
28;80;3;8;28080003_8_8;2021;5;15;8;V;8;V;6;V;6;V;11;V;20;V;12;V;5;V;5;V;4;V;4;V;3;V;3;V;2;V;2;V;3;V;4;V;5;V;6;V;6;V;5;V;7;V;5;V;3;V
28;80;3;10;28080003_10_49;2021;5;15;10;V;8;V;8;V;8;V;8;V;9;V;8;V;9;V;8;V;8;V;6;V;5;V;4;V;5;V;4;V;4;V;4;V;3;V;5;V;6;V;17;V;30;V;21;V;12;V
28;80;3;12;28080003_12_8;2021;5;15;10;V;10;V;8;V;8;V;13;V;25;V;16;V;8;V;9;V;7;V;7;V;6;V;6;V;5;V;6;V;6;V;8;V;9;V;9;V;9;V;8;V;9;V;7;V;6;V
28;80;3;14;28080003_14_6;2021;5;15;54;V;50;V;51;V;51;V;43;V;33;V;40;V;49;V;50;V;56;V;56;V;60;V;60;V;62;V;56;V;50;V;35;V;34;V;39;V;40;V;39;V;35;V;35;V;35;V
28;9;1;7;28009001_7_8;2021;5;15;1;V;1;V;1;V;1;V;1;V;1;V;3;V;5;V;4;V;3;V;2;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;9;1;8;28009001_8_8;2021;5;15;8;V;13;V;18;V;15;V;14;V;15;V;16;V;15;V;14;V;9;V;7;V;6;V;5;V;4;V;3;V;2;V;2;V;3;V;4;V;5;V;5;V;6;V;3;V;4;V
28;9;1;9;28009001_9_49;2021;5;15;6;V;7;V;10;V;10;V;10;V;9;V;8;V;6;V;4;V;3;V;1;V;1;V;1;V;2;V;1;V;3;V;4;V;1;V;2;V;4;V;4;V;5;V;6;V;4;V
28;9;1;12;28009001_12_8;2021;5;15;10;V;15;V;20;V;17;V;16;V;17;V;21;V;22;V;20;V;13;V;9;V;9;V;7;V;6;V;5;V;4;V;4;V;5;V;6;V;7;V;7;V;8;V;5;V;6;V
28;9;1;14;28009001_14_6;2021;5;15;56;V;50;V;45;V;40;V;38;V;36;V;32;V;39;V;48;V;54;V;59;V;60;V;61;V;57;V;57;V;41;V;32;V;32;V;31;V;30;V;30;V;28;V;31;V;29;V
28;92;5;1;28092005_1_38;2021;5;15;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;92;5;6;28092005_6_48;2021;5;15;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V
28;92;5;7;28092005_7_8;2021;5;15;1;V;1;V;1;V;1;V;1;V;1;V;2;V;2;V;1;V;1;V;1;V;1;V;1;V;2;V;3;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;92;5;8;28092005_8_8;2021;5;15;6;V;12;V;8;V;8;V;12;V;15;V;14;V;10;V;6;V;5;V;4;V;4;V;4;V;4;V;6;V;2;V;4;V;5;V;6;V;8;V;17;V;24;V;20;V;13;V
28;92;5;10;28092005_10_49;2021;5;15;6;V;10;V;10;V;10;V;10;V;13;V;13;V;9;V;7;V;6;V;6;V;4;V;3;V;3;V;11;V;5;V;11;V;10;V;15;V;17;V;17;V;17;V;19;V;16;V
28;92;5;12;28092005_12_8;2021;5;15;8;V;14;V;10;V;10;V;14;V;17;V;17;V;13;V;8;V;7;V;6;V;6;V;6;V;7;V;11;V;4;V;6;V;7;V;8;V;10;V;19;V;26;V;22;V;15;V
28;92;5;14;28092005_14_6;2021;5;15;59;V;48;V;51;V;46;V;39;V;36;V;39;V;46;V;51;V;56;V;57;V;63;V;65;V;58;V;52;V;48;V;46;V;45;V;43;V;38;V;29;V;20;V;20;V;20;V
28;102;1;1;28102001_1_38;2021;5;16;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V
28;102;1;6;28102001_6_48;2021;5;16;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V
28;102;1;7;28102001_7_8;2021;5;16;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;102;1;8;28102001_8_8;2021;5;16;7;V;5;V;4;V;3;V;3;V;3;V;3;V;2;V;2;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;4;V;4;V;6;V;9;V;9;V;8;V;6;V
28;102;1;10;28102001_10_49;2021;5;16;10;V;9;V;7;V;7;V;6;V;3;V;2;V;3;V;4;V;5;V;5;V;4;V;2;V;9;V;5;V;7;V;6;V;17;V;12;V;5;V;5;V;6;V;4;V;2;V
28;102;1;12;28102001_12_8;2021;5;16;9;V;7;V;6;V;5;V;5;V;5;V;5;V;4;V;4;V;5;V;5;V;5;V;5;V;5;V;5;V;5;V;5;V;6;V;6;V;8;V;11;V;11;V;10;V;8;V
28;102;1;14;28102001_14_6;2021;5;16;34;V;31;V;28;V;26;V;26;V;26;V;27;V;31;V;35;V;39;V;45;V;49;V;50;V;52;V;50;V;48;V;47;V;43;V;40;V;36;V;31;V;31;V;35;V;43;V
28;120;1;7;28120001_7_8;2021;5;16;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;120;1;8;28120001_8_8;2021;5;16;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;120;1;9;28120001_9_49;2021;5;16;2;V;2;V;1;V;1;V;1;V;1;V;1;V;2;V;2;V;1;V;1;V;1;V;5;V;6;V;5;V;2;V;2;V;2;V;2;V;2;V;1;V;1;V;1;V;1;V
28;120;1;10;28120001_10_49;2021;5;16;2;V;1;V;1;V;1;V;1;V;1;V;2;V;1;V;4;V;1;V;3;V;4;V;2;V;2;V;3;V;2;V;4;V;3;V;2;V;3;V;4;V;2;V;3;V;2;V
28;120;1;12;28120001_12_8;2021;5;16;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V
28;120;1;14;28120001_14_6;2021;5;16;35;V;38;V;49;V;51;V;46;V;44;V;41;V;38;V;35;V;33;V;35;V;35;V;37;V;37;V;40;V;40;V;41;V;43;V;46;V;49;V;58;V;65;V;71;V;78;V
28;123;2;7;28123002_7_8;2021;5;16;1;V;1;V;1;V;1;V;1;V;1;V;2;V;2;V;2;V;3;V;2;V;2;V;2;V;1;V;1;V;2;V;2;V;2;V;2;V;2;V;2;V;1;V;1;V;1;V
